wikipedia_id,MovieName,MovieYear,MovieBoxOffice,MovieRuntime,MovieLanguage,MovieCountries,MovieGenre,BookAuthor,BookTitle,BookStartYear,BookEndYear,BookDescription,BookRating,BookRatingNb,BookLanguage,MovieRating,MovieRatingNb
32582793,Excuse My Dust,1920,,,English Language,United States of America,"Silent film, Drama, Comedy", Byron Morgan,The Bear Trap ,1919,1919,,,,,5.8,76
31159597,The Hound of the Baskervilles,1921,,,,,"Crime Fiction, Mystery, Horror",Arthur Conan Doyle,The Hound of the Baskervilles,1901,1901,,4.11,234084,,4.1,53
74864,The Last of the Mohicans,1920,,39.0,English Language,United States of America,"Action/Adventure, Silent film, Indie, Black-and-white, Short Film, Drama, War film",James Fenimore Cooper,The Last of the Mohicans,1826,1826,,3.7,84254,,6.7,1486
1087443,The Mark of Zorro,1920,,90.0,"Silent film, English Language",United States of America,"Swashbuckler films, Silent film, Indie, Superhero movie, Black-and-white, Action/Adventure, Drama, Romantic drama, Romance Film",Johnston McCulley,Zorro,1919-1959,1919-1959,,,,,7.1,2883
16428005,Pollyanna,1920,,58.0,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white, Drama, Comedy, Family Film",Eleanor H. Porter,Pollyanna,1913,1913,,3.98,73752,,6.4,530
17515227,The Revenge of Tarzan,1920,,90.0,English Language,United States of America,"Silent film, Adventure, Black-and-white",Edgar Rice Burroughs,Tarzan,1912-1965,1912-1965,,,,,5.5,71
17484649,The Son of Tarzan,1920,,241.0,English Language,United States of America,"Silent film, Adventure, Jungle Film, Black-and-white, Action/Adventure, Drama, Action",Edgar Rice Burroughs,Tarzan,1912-1965,1912-1965,,,,,5.3,143
18185435,Treasure Island,1920,,76.0,"Silent film, English Language",United States of America,"Silent film, Black-and-white",Robert Louis Stevenson,Treasure Island,1883,1883,,3.83,380722,eng,7.1,61
15180849,Action,1921,,50.0,"Silent film, English Language",United States of America,"Silent film, Western, Indie, Black-and-white",Peter B. Kyne,The Three Godfathers,1913,1913,,4.16,32,,4.9,61
34098580,The Bait,1921,,,,,"Crime Fiction, Silent film, Drama",Dorothy Uhnak,The Bait,1968,1968,,,,,7.2,14
4472408,Camille,1921,,70.0,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white","Alexandre Dumas, fils",The Lady of the Camellias,1848,1848,,,,,6.5,1086
20362391,A Connecticut Yankee in King Arthur's Court,1921,,74.0,Silent film,United States of America,"Silent film, Family Film, Animation",Mark Twain,A Connecticut Yankee in King Arthur's Court,1889,1889,,3.77,90435,,6.8,50
31620750,Daniel Deronda,1921,,,,United Kingdom,"Romance Film, Drama, Silent film",George Eliot,Daniel Deronda,1876,1876,,3.84,22769,,6.3,13
13523143,Desperate Trails,1921,,50.0,"Silent film, English Language",United States of America,"Silent film, Western, Black-and-white, Indie",Courtney Ryley Cooper,Christmas Eve at Pilot Butte ,1921,1921,,,,,4.1,61
21109961,The Four Feathers,1921,,,English Language,United Kingdom,"Romance Film, Drama, Adventure, War film",A. E. W. Mason,The Four Feathers,1902,1902,"Just before sailing off to war in the Sudan, British guardsman Harry Feversham quits his regiment. He immediately receives four white feathers—symbols of cowardice—one each from his three best friends and his fiancée. To disprove this grave dishonor, Harry dons an Arabian disguise and leaves for the Sudan, where he anonymously comes to the aid of his three friends, saving each of their lives.<br /><br />Having proved his bravery, Harry returns to England, hoping to regain the love and respect of his fiancée. This suspenseful tale movingly depicts a distinctive code of honor that was deeply valued and strongly promoted by the British during the height of their imperial power.<br />",3.91,4516,eng,3.6,28
13539445,The Fox,1921,,70.0,"Silent film, English Language",United States of America,"Silent film, Western, Black-and-white, Indie",D. H. Lawrence,The Fox,1923,1923,"Sharply observed and expertly crafted, D.H. Lawrence’s <i>The Fox</i> is a captivating work exploring the dual themes of power and supremacy in the aftermath of the First World War. Banford and March live and work together on their meager farm, surviving hardship only by sheer determination and dedicated labor. The farm is their world, a place of safety—that is, until a young soldier walks in and upsets the women’s delicate status quo. None could have predicted the effect his presence would have on their lives.",3.4,1997,,6.4,26
21135479,Little Lord Fauntleroy,1921,900000.0,112.0,"Silent film, English Language",United States of America,"Silent film, Drama, Comedy, Black-and-white, Film adaptation",Frances Hodgson Burnett,Little Lord Fauntleroy,1885-1886,1885-1886,"Illustrated. Frances Hodgson Burnett's character little Lord Fauntleroy has been a hero now for children for over 100 years, and deservedly so. After all, he has won our hearts with his feisty courage and demeanor. His adventures are a treat and his personality enticing and unique.",3.85,18137,,6.8,384
905409,The Three Musketeers,1921,,112.0,"Silent film, English Language",United States of America,"Swashbuckler films, Silent film, Indie, Costume drama, Epic, Black-and-white, Action/Adventure, Drama, Film adaptation, Action",Peter B. Kyne,The Three Godfathers,1913,1913,,4.16,32,,6.9,1186
15566915,The Adventures of Robinson Crusoe,1922,,,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white, Adventure",Daniel Defoe,Robinson Crusoe,1719,1719,,3.67,237505,eng,6.1,32
36012655,Back Pay,1922,,70.0,English Language,United States of America,"Silent film, Drama",Fannie Hurst,Back Pay ,1919,1919,,,,,6.5,90
2125458,Blood and Sand,1922,,78.0,"Silent film, English Language",United States of America,"Romance Film, Silent film, Drama, Indie, Black-and-white",Vicente Blasco Ibáñez,Blood and Sand,1909,1909,,,,,6.3,1575
31856500,Fair Lady,1922,,,"Silent film, English Language",United States of America,Silent film,Rex Beach,The Net,1912,1912,,,,,5.4,25
33080028,Monte Cristo,1922,,,,,"Romance Film, Drama","Alexandre Dumas, père",The Count of Monte Cristo,1844-1846,1844-1846,,,,,6.8,449
6727572,Oliver Twist,1922,,104.0,"Silent film, English Language",United States of America,"Silent film, Drama, Indie, Black-and-white",Charles Dickens,Oliver Twist,1837-1839,1837-1839,,3.87,304540,,6.6,959
5624912,Pan,1922,,96.0,Norwegian Language,Norway,"Silent film, Drama, Indie, Black-and-white",J. M. Barrie,Peter and Wendy,1911,1911,,,,,6.6,49
16231566,The Prisoner of Zenda,1922,,113.0,English Language,United States of America,"Swashbuckler films, Silent film, Black-and-white",Anthony Hope,The Prisoner of Zenda,1894,1894,,3.86,17386,,6.8,572
23433774,Shadows,1922,,70.0,"Silent film, English Language",United States of America,"Silent film, Drama, Black-and-white",Wilbur Daniel Steele,"Ching, Ching, Chinaman ",1917,1917,,,,,6.1,500
19124478,Sherlock Holmes,1922,,85.0,English Language,United States of America,"Thriller, Detective fiction, Silent film, Mystery, Drama, Crime Thriller",Arthur Conan Doyle,The Adventures of Sherlock Holmes,1891-1892,1891-1892,,4.31,229855,eng,5.7,760
4482088,The Young Rajah,1922,,,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white",John Ames Mitchell,Amos Judd,1895,1895,,,,,6.1,426
30683534,All the Brothers Were Valiant,1923,,101.0,Silent film,,Silent film,Ben Ames Williams,All the Brothers Were Valiant,1919,1919,,,,,7.0,36
30351781,The Drums of Jeopardy,1923,,70.0,,United States of America,Mystery,Harold MacGrath,The Drums of Jeopardy,1920,1920,,,,,6.8,11
5018173,Enemies of Women,1923,,105.0,"Silent film, English Language",United States of America,"Romance Film, Silent film, Drama, Indie, Black-and-white",Vicente Blasco Ibáñez,The Enemies of Women,1922,1922,,3.42,12,,5.0,49
29999955,Flaming Youth,1923,,,Silent film,,Silent film,Samuel Hopkins Adams,Flaming Youth,1921,1921,,,,,7.1,109
1906459,The Hunchback of Notre Dame,1923,,133.0,English Language,United States of America,"Costume drama, Silent film, Drama, Black-and-white, Film adaptation",Victor Hugo,The Hunchback of Notre-Dame,1482,1482,,4.0,162555,eng,7.2,6327
5679991,The Spoilers,1923,,80.0,"Silent film, English Language",United States of America,"Silent film, Drama, Indie",Rex Beach,The Spoilers,1906,1906,,,,,7.2,15
5566120,To the Last Man,1923,,70.0,English Language,United States of America,"Silent film, Drama, Western, Black-and-white, Indie",Zane Grey,To the Last Man,1921,1921,,3.8,700,,5.1,48
25578024,Vanity Fair,1923,,,"Silent film, English Language",,Silent film,William Makepeace Thackeray,Vanity Fair,1847-1848,1847-1848,,3.79,112806,eng,7.2,19
8949632,The Virginian,1923,,,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white",Owen Wister,The Virginian: A Horseman of the Plains,1902,1902,,3.9,7430,,6.2,67
30859777,Aelita,1924,,104.0,"Silent film, Russian Language","Soviet Union, Russia","Science Fiction, Indie, World cinema, Silent film, Black-and-white, Drama, Fantasy, Romance Film, Adventure",Alexei Tolstoy,Aelita,1923,1923,,,,,6.4,2973
3870653,The Last Man on Earth,1924,,70.0,"Silent film, English Language",United States of America,"Science Fiction, Silent film, Indie, Black-and-white, Comedy",Richard Matheson,I Am Legend,1954,1954,,4.07,88522,eng,6.2,99
3818389,Peter Pan,1924,,105.0,English Language,United States of America,"Silent film, Fantasy, Black-and-white",J. M. Barrie,Peter and Wendy,1911,1911,,,,,7.1,1339
15157654,The Sea Hawk,1924,,123.0,"Silent film, English Language",United States of America,"Swashbuckler films, Silent film, Black-and-white",Rafael Sabatini,The Sea Hawk,1915,1915,"Sir Oliver, a typical English gentleman, is accused of murder, kidnapped off the Cornish coast, and dragged into life as a Barbary corsair. However Sir Oliver rises to the challenge and proves a worthy hero for this much-admired novel. Religious conflict, melodrama, romance and intrigue combine to create a masterly and highly successful story, perhaps best known for its many film adaptations.",4.06,3193,,7.1,668
20393685,Secrets,1924,,108.0,English Language,United States of America,"Silent film, Drama",May Edginton,Secrets ,1918,1918,,,,,6.4,270
23418073,Tess of the d'Urbervilles,1924,,80.0,"Silent film, English Language",United States of America,"Silent film, Drama, Black-and-white",Thomas Hardy,Tess of the d'Urbervilles,1891,1891,,3.8,229685,eng,4.3,23
76385,The Thief of Bagdad,1924,,139.0,"Silent film, English Language",United States of America,"Swashbuckler films, Silent film, Indie, Costume drama, Black-and-white, Action/Adventure, Fantasy, Drama, Family Film, Romance Film, Adventure",,One Thousand and One Nights,,,,,,,7.7,7205
6055271,Wanderer of the Wasteland,1924,,60.0,"Silent film, English Language",United States of America,"Western, Silent film, Indie",Zane Grey,Wanderer of the Wasteland,1923,1923,"1923. From the master of the western comes a novel full of romance and adventure. The story begins: Adam Larey gazed with hard and wondering eyes down the silent current of the red river upon which he meant to drift away into the desert. The Rio Colorado was no river to trust. It chafed at its banks as if to engulf them; muddy and thick it swirled and glided along in flood, sweeping in curves back and forth from Arizona to California shore. Majestic and gleaming under the hot sky, it swung southward between wide green borders of willow and cottonwood toward a stark and naked upflung wilderness of mountain peaks, the red ramparts of the unknown and trackless desert. See other titles by this author available from Kessinger Publishing.",3.79,385,,8.2,19
29100198,Wine,1924,,,Silent film,United States of America,"Silent film, Comedy-drama", William Briggs MacHarg,Wine ,1922,1922,,,,,6.4,22
5566154,Adventure,1925,,70.0,English Language,United States of America,"Silent film, Indie, Black-and-white",Jack London,Adventure,1911,1911,"<i>Adventure</i> tells about the confrontation between a man who finds himself alone in front of a plantation - harassed by blacks cannibals - and a bold, independent and liberated feminist woman, Joan Lackland, who's arrival at the plantation turns everything upside down...<br /><br />Published in 1911, this novel, a devastating portrayal of colonialism and slavery set in the Solomon Islands, has generated considerable controversy since its publication over the question of whether London shared the racist beliefs of his characters or, on the contrary, was merely presenting them accurately.",3.79,440,,4.8,46
4520654,Cobra,1925,,75.0,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white, Drama, Romantic drama, Romance Film",Paula Gosling,A Running Duck,1974,1974,,,,,6.4,793
2125486,The Eagle,1925,,91.0,"Silent film, English Language",United States of America,"Silent film, Indie, Black-and-white, Action/Adventure, Drama, Comedy, Romantic drama, Romance Film, Action, Adventure",Rosemary Sutcliff,The Eagle of the Ninth,1954,1954,,3.92,8527,eng,6.6,2337
73930,Greed,1924,274827.0,246.0,"Silent film, English Language",United States of America,"Silent film, Drama, Black-and-white",Frank Norris,McTeague,1899,1899,,3.68,5410,eng,8.0,11078
15783504,The House Without a Key,1926,,,"Silent film, English Language",United States of America,"Mystery, Silent film, Black-and-white",Earl Derr Biggers,The House Without a Key,1925,1925,"<b>""I would put Charlie Chan among the ten best fictional detectives."" —Rex Stout</b><br /><br />Charlie Chan is back!<br /><br />Earl Derr Biggers' crackling six-volume series featuring the clever, chubby Chinese Detective of the Honolulu Police Department, is coming back into print.<br /><br />Biggers brings Honolulu to life with his deft descriptions of the landscape and its hybrid ethnic communities. And with the creation of Inspector Chan, Biggers also shatters stereotypes and is ahead of his time in highlighting the positive aspects of Chinese-Hawaiian culture.<br /><br />In this first novel, published in 1925, Chan comes to the aid of an aristocratic Boston family who find themselves in dire straits over what has befallen Dan Winterslip, the black sheep of the family, who lives in a mansion on Waikiki Beach — the house without a key.<br /><br />The troubles begin when a young nephew is dispatched by the family in Boston to retrieve a wayward aunt who has overstayed her welcome in Dan Winterslip's house.",3.84,1536,,5.7,48
5566179,Lord Jim,1925,,70.0,"Silent film, English Language",United States of America,"Silent film, Drama, Indie, Black-and-white",Joseph Conrad,Lord Jim,1899-1900,1899-1900,,3.62,26545,eng,5.4,55
2509613,The Lost World,1925,,93.0,Silent film,United States of America,"Thriller, Science Fiction, Horror, Adventure, Silent film, Fantasy",Arthur Conan Doyle,The Lost World,1912,1912,,3.92,53182,,7.0,6011
22810161,Les Misérables,1925,,359.0,Silent film,France,"Silent film, Black-and-white",Victor Hugo,Les Misérables,1862,1862,,4.17,641220,eng,7.3,96
15808534,Perils of the Wild,1925,,,"Silent film, English Language",United States of America,"Silent film, Adventure, Black-and-white, Indie",Johann David Wyss,The Swiss Family Robinson,1812,1812,,3.92,94382,eng,5.6,27
308930,The Phantom of the Opera,1925,2000000.0,106.0,"Silent film, English Language, American English","United States of America, England","Horror, Silent film, Drama",Gaston Leroux,The Phantom of the Opera,1909-1910,1909-1910,,3.97,189814,,7.5,20708
13598684,The Prairie Pirate,1925,,60.0,"Silent film, English Language",United States of America,"Silent film, Western, Black-and-white, Indie",W. C. Tuttle,The Yellow Seal ,1925,1925,,,,,6.3,36
16113118,Stella Dallas,1925,,110.0,"Silent film, English Language",United States of America,"Silent film, Drama, Black-and-white",Olive Higgins Prouty,Stella Dallas,1923,1923,"<b>She's ambitious, she's relentless, she's unstoppable - but she can't hide the stain of her working-class roots. A woman big enough for both Barbara Stanwyck and Bette Midler, <i>Stella Dallas</i> was a best-seller in its time - and a terrific read today.</b><br /><br /><i>One of the most entertaining, excellently sustained and consistently developed novels of the season.</i> - <b>New York Times</b><br /><br />All she wants is to get ahead in the world. But Stella Dallas's world is one that always brings her shame. She marries Stephen Dallas, a man of great refinement, but he cannot tolerate her crudities; when he finally loses patience with her indiscreet flirtations, it's curtains for the marriage.<br /><br />Stella transfers her hopes for the future to her sweet-as-pie daughter, Laurel, and the two live in shabby gentility, a shadow of their former life. While Stella imagines herself the grand lady, her coarseness and rumored exploits with unsavory men bring her public ridicule - and ostracize Laurel from polite society.<br /><br />Stella finally makes the ultimate sacrifice, marrying an alcohol- and drug-addicted man she loathes to force Laurel to leave her and seek the advantages of her father's home and social class.<br /><br /><i>Deeply moving narrative...Mrs. Prouty's subject is conceived with that surety and understanding which in literature makes beauty.</i> - <b>Boston Transcript</b><br /><br />Still shown throught the country at revival houses, the 1937 King Vidor/Sam Goldwyn production of <i>Stella Dallas</i> brought Osca nominations to both Barbara Stanwyck and Ann Shirley. Literary Cinema Classics now brings back the great American novels that became beloved American films. Each book is illustrated with stills form the movie, and each is completely reset in a typeface to enhance your reading pleasure.",3.85,129,,7.3,434
9201848,The Thundering Herd,1925,,70.0,"Silent film, English Language",United States of America,"Silent film, Western, Black-and-white, Indie",Zane Grey,The Thundering Herd,1925,1925,,3.74,376,,6.1,34
31354586,The Vanishing American,1925,,103.0,"Silent film, English Language",United States of America,"Action/Adventure, Silent film, Western, Drama, Epic",Zane Grey,The Vanishing American,1925,1925,,,,,6.9,379
5440222,Beau Geste,1926,,101.0,"Silent film, English Language",United States of America,"Silent film, Indie, Foreign legion, Black-and-white, Drama, War film, Action, Adventure",P. C. Wren,Beau Geste,1924,1924,"Three noble English brothers battle a sadistic sergeant, fight violent desert tribes in North Africa, and unravel the mystery of a stolen jewel.",4.01,3047,,7.0,501
17355803,The Blackbird,1926,,77.0,"Silent film, English Language",United States of America,"Silent film, Drama, Black-and-white",Dashiell Hammett,The Maltese Falcon,1930,1930,,3.91,82075,eng,6.7,939
32141805,Desert Gold,1926,,70.0,,,Western,Zane Grey,Desert Gold,1913,1913,,3.92,1018,,6.4,14
